Invoice Number,Date,Time,Internal Item ID Number,Unique ID,Item Name,Packaging Type,Price Per Toy,Units Sold,Total Line Revenue,COGS,Payment,Cashier ID,Profit,Member?,Coupon?,Purchaser Age,Parking Validation?,Segment
660341,16-12-10,10:45:00 AM,D250/AT,18235,Reisling,Large Crate,320.62,2,641.24,10.34,Cash,L.W.|880-4986,630.9,No,No,40,No,Rose / Sparkling Wine
660374,16-12-10,3:52:48 PM,D254/FE,18413,Sauvignon Blanc,Standard Size Crate,878.71,2,1757.42,10.34,Mastercard,U.O.|880-3720,1747.08,No,Yes,40,No,Rose / Sparkling Wine
660374,16-12-10,3:52:48 PM,L256/PE,18453,Sauvignon Blanc,Large Crate,94.04,2,188.08,8.96,Mastercard,U.O.|880-3720,179.12,No,Yes,40,No,Rose / Sparkling Wine
660413,16-12-10,1:23:53 PM,D254/FE,18546,Reisling,Standard Size Crate,83.97,1,83.97,5.17,Visa,Z.T.|880-7477,78.8,No,No,38,No,Rose / Sparkling Wine
660413,16-12-10,1:23:53 PM,D250/AT,18578,Reisling,Extra Large Crate,20711.22,1,20711.22,5.17,Visa,Z.T.|880-7477,20706.05,No,No,38,No,Rose / Sparkling Wine
660459,16-12-10,3:48:36 PM,D199/SR,18877,Reisling,Mini Crate,5177.4,1,5177.4,5.17,Gift Card,S.V.|880-5987,5172.23,No,No,35,No,Rose / Sparkling Wine
660490,16-12-10,10:12:32 AM,L256/PE,19073,Reisling,Large Crate,3791.92,2,7583.84,8.96,Cash,L.W.|880-4986,7574.88,No,No,34,Yes,Rose / Sparkling Wine
660503,16-12-10,8:53:24 PM,D198/LX,19101,Chardonnay,Loose Wrap,345.73,1,345.73,5.17,Visa,C.X.|880-3590,340.56,No,No,29,No,Rose / Sparkling Wine
660544,16-12-10,3:32:24 PM,D254/FE,19111,Reisling,Large Crate,402.19,4,1608.76,20.68,Cash,Z.Q.|880-4240,1588.08,No,No,40,No,Rose / Sparkling Wine
660556,16-12-10,12:57:11 PM,D254/FE,19251,Reisling,Large Crate,335.17,1,335.17,5.17,Visa,N.W.|880-6237,330,No,No,41,No,Rose / Sparkling Wine
660562,17-12-10,3:18:36 PM,D250/AT,19384,Sauvignon Blanc,Large Crate,1333.58,1,1333.58,5.17,Visa,H.B.|880-3254,1328.41,Yes,No,32,No,Rose / Sparkling Wine
660563,17-12-10,11:56:24 AM,L195/AE,19392,Reisling,Large Crate,1224.54,1,1224.54,3.09,Mastercard,B.B.|880-9330,1221.45,No,No,36,No,Rose / Sparkling Wine
660571,17-12-10,10:11:24 AM,L195/AE,19451,Chardonnay,Standard Size Crate,86.93,2,173.86,6.18,Visa,U.O.|880-3720,167.68,No,No,40,No,Rose / Sparkling Wine
660571,17-12-10,10:11:24 AM,D250/AT,19839,Sauvignon Blanc,Standard Size Crate,237.77,2,475.54,10.34,Visa,U.O.|880-3720,465.2,No,No,40,No,Rose / Sparkling Wine
660576,18-12-10,3:12:00 PM,L195/AE,19852,Sauvignon Blanc,Loose Wrap,836.77,2,1673.54,6.18,Visa,N.W.|880-6237,1667.36,No,No,30,Yes,Rose / Sparkling Wine
660585,18-12-10,12:06:36 PM,L256/PE,19929,Sauvignon Blanc,Standard Size Crate,344.16,3,1032.48,13.44,Mastercard,B.Y.|880-6845,1019.04,No,Yes,40,No,Rose / Sparkling Wine
660585,18-12-10,12:06:36 PM,D250/AT,19951,Sauvignon Blanc,Large Crate,3178.22,4,12712.88,20.68,Mastercard,B.Y.|880-6845,12692.2,No,Yes,40,No,Rose / Sparkling Wine
660633,18-12-10,11:17:24 AM,L256/PE,20163,Reisling,Large Crate,832.97,2,1665.94,8.96,Visa,S.V.|880-5987,1656.98,No,No,36,No,Rose / Sparkling Wine
660633,18-12-10,11:17:24 AM,D255/FE,20317,Reisling,Mini Crate,449.81,2,899.62,10.34,Visa,S.V.|880-5987,889.28,No,No,36,No,Rose / Sparkling Wine
660668,18-12-10,12:24:25 PM,L256/PE,20523,Sauvignon Blanc,Standard Size Crate,57.42,4,229.68,17.92,Visa,B.Y.|880-6845,211.76,No,No,42,No,Rose / Sparkling Wine
660668,18-12-10,12:24:25 PM,D254/FE,20631,Reisling,Mini Crate,8735.87,1,8735.87,5.17,Visa,B.Y.|880-6845,8730.7,No,No,42,No,Rose / Sparkling Wine
660685,19-12-10,12:01:48 PM,D255/FE,20666,Pinot Gris,Large Crate,67.29,5,336.45,25.85,Gift Card,N.W.|880-6237,310.6,No,No,31,No,Rose / Sparkling Wine
660685,19-12-10,12:01:48 PM,L340/FS,20728,Reisling,Full Container,210.76,2,421.52,39.84,Gift Card,N.W.|880-6237,381.68,No,No,31,No,Rose / Sparkling Wine
660685,19-12-10,12:01:48 PM,D255/FE,20874,Reisling,Loose Wrap,591.36,2,1182.72,10.34,Gift Card,N.W.|880-6237,1172.38,No,No,31,No,Rose / Sparkling Wine
660707,20-12-10,12:01:12 PM,D192/PN,21011,Chardonnay,Large Crate,1506.11,2,3012.22,10.34,Visa,A.U.|880-2167,3001.88,No,No,30,No,Rose / Sparkling Wine
660757,20-12-10,12:59:24 PM,D254/FE,21101,Chardonnay,Large Crate,1599.93,1,1599.93,5.17,Gift Card,B.Y.|880-6845,1594.76,No,No,51,Yes,Rose / Sparkling Wine
660805,21-12-10,1:11:53 PM,L195/AE,21138,Pinot Gris,Standard Size Crate,99.36,1,99.36,3.09,Visa,D.S.|880-7532,96.27,No,No,45,No,Rose / Sparkling Wine
660845,21-12-10,3:29:24 PM,D250/AT,21140,Pinot Gris,Loose Wrap,5822.62,1,5822.62,5.17,Cash,Z.T.|880-7477,5817.45,No,No,38,No,Rose / Sparkling Wine
660893,21-12-10,10:17:53 AM,L195/AE,21304,Pinot Gris,Large Crate,1003.31,4,4013.24,12.36,Visa,Z.Q.|880-4240,4000.88,No,No,27,Yes,Rose / Sparkling Wine
660926,21-12-10,4:24:36 PM,L256/PE,21325,Pinot Gris,Large Crate,414.91,2,829.82,8.96,Visa,D.W.|880-7199,820.86,No,No,39,Yes,Rose / Sparkling Wine
660964,21-12-10,8:19:34 AM,D254/FE,21357,Reisling,Mini Crate,1424.62,1,1424.62,5.17,Mastercard,H.B.|880-3254,1419.45,No,No,48,No,Rose / Sparkling Wine
660989,21-12-10,3:51:00 PM,L196/AR,21751,Reisling,Extra Large Crate,4543.88,3,13631.64,13.35,Cash,V.W.|880-8599,13618.29,No,No,73,No,Rose / Sparkling Wine
660994,21-12-10,12:54:36 PM,L195/AE,22065,Reisling,Standard Size Crate,221.59,1,221.59,3.09,Visa,C.X.|880-3590,218.5,No,No,31,No,Rose / Sparkling Wine
661002,22-12-10,3:02:24 PM,D250/AT,22081,Pinot Gris,Large Crate,210.5,1,210.5,5.17,Visa,L.W.|880-4986,205.33,No,No,35,No,Rose / Sparkling Wine
661044,22-12-10,8:52:12 AM,D254/FE,22159,Reisling,Large Crate,1998.1,1,1998.1,5.17,Cash,W.C.|880-4861,1992.93,No,No,40,Yes,Rose / Sparkling Wine
661083,22-12-10,6:15:00 PM,L195/AE,22429,Sauvignon Blanc,Large Crate,94.62,1,94.62,3.09,Cash,A.U.|880-2167,91.53,No,No,48,Yes,Rose / Sparkling Wine
661083,22-12-10,6:15:00 PM,D255/FE,22434,Pinot Gris,Large Crate,2400.95,2,4801.9,10.34,Cash,A.U.|880-2167,4791.56,No,No,48,Yes,Rose / Sparkling Wine
661083,22-12-10,6:15:00 PM,D255/FE,22467,Chardonnay,Large Crate,1188.63,5,5943.15,25.85,Cash,A.U.|880-2167,5917.3,No,No,48,Yes,Rose / Sparkling Wine
661121,23-12-10,12:52:12 PM,D255/FE,22623,Reisling,Standard Size Crate,41.58,1,41.58,5.17,Check,S.V.|880-5987,36.41,No,No,37,No,Rose / Sparkling Wine
661154,24-12-10,4:18:50 PM,L210/CS,22929,Pinot Gris,Large Crate,700.58,1,700.58,4.63,Gift Card,V.W.|880-4523,695.95,No,No,35,No,Rose / Sparkling Wine
661195,24-12-10,10:36:00 AM,D250/AT,23047,Sauvignon Blanc,Large Crate,594.18,2,1188.36,10.34,Check,B.X.|880-9149,1178.02,No,No,49,No,Rose / Sparkling Wine
661234,24-12-10,1:44:06 PM,D198/LX,23835,Sauvignon Blanc,Large Crate,113.92,1,113.92,5.17,Visa,D.U.|880-2953,108.75,No,No,54,No,Rose / Sparkling Wine
661236,24-12-10,1:19:48 PM,D254/FE,23927,Sauvignon Blanc,Large Crate,844.57,2,1689.14,10.34,Mastercard,P.N.|880-3021,1678.8,Yes,No,42,No,Rose / Sparkling Wine
661251,25-12-10,4:49:48 PM,L195/AE,23973,Chardonnay,Large Crate,1160.42,1,1160.42,3.09,Visa,B.Y.|880-6845,1157.33,No,No,50,No,Rose / Sparkling Wine
661251,25-12-10,4:49:48 PM,D254/FE,24183,Reisling,Standard Size Crate,280.45,5,1402.25,25.85,Visa,B.Y.|880-6845,1376.4,No,No,50,No,Rose / Sparkling Wine
661286,25-12-10,12:55:12 PM,L256/PE,24226,Chardonnay,Large Crate,1069.92,1,1069.92,4.48,Visa,U.O.|880-3720,1065.44,No,No,39,No,Rose / Sparkling Wine
661326,25-12-10,2:31:48 PM,D250/AT,24532,Sauvignon Blanc,Standard Size Crate,105.29,1,105.29,5.17,Visa,V.W.|880-4523,100.12,No,No,11,Yes,Rose / Sparkling Wine
661368,25-12-10,7:24:36 PM,D254/FE,24723,Reisling,Large Crate,1525.15,1,1525.15,5.17,Gift Card,H.B.|880-3254,1519.98,No,No,36,Yes,Rose / Sparkling Wine
661387,25-12-10,2:20:24 PM,L195/AE,24873,Sauvignon Blanc,Standard Size Crate,46.36,5,231.8,15.45,Cash,S.V.|880-5987,216.35,No,No,43,No,Rose / Sparkling Wine
661403,25-12-10,2:46:12 PM,L195/AE,25095,Chardonnay,Standard Size Crate,342.31,1,342.31,3.09,Mastercard,D.U.|880-2953,339.22,No,Yes,39,No,Rose / Sparkling Wine
661431,25-12-10,3:06:00 PM,L195/AE,25217,Chardonnay,Standard Size Crate,79.52,2,159.04,6.18,Mastercard,S.Y.|880-3139,152.86,No,No,39,Yes,Rose / Sparkling Wine
661475,25-12-10,10:13:12 AM,L252/LR,25323,Chardonnay,Loose Wrap,515.37,4,2061.48,64.88,Mastercard,W.B.|880-9647,1996.6,Yes,No,42,No,Rose / Sparkling Wine
661481,31-12-10,12:12:36 PM,D250/AT,25406,Pinot Gris,Extra Large Crate,534.3,2,1068.6,10.34,Check,P.N.|880-3021,1058.26,No,No,33,Yes,Rose / Sparkling Wine
661528,05-01-11,11:54:00 AM,L256/PE,25525,Sauvignon Blanc,Large Crate,1234.44,1,1234.44,4.48,Cash,N.W.|880-6237,1229.96,No,No,50,No,Rose / Sparkling Wine
661558,06-01-11,10:06:00 AM,D255/FE,25610,Sauvignon Blanc,Full Container,5060.79,1,5060.79,5.17,Mastercard,P.N.|880-3021,5055.62,Yes,Yes,33,No,Rose / Sparkling Wine
661568,21-01-11,4:55:12 PM,D198/LX,25621,Chardonnay,Standard Size Crate,926.74,2,1853.48,10.34,Visa,W.B.|880-9647,1843.14,No,No,39,No,Rose / Sparkling Wine
661602,23-01-11,1:59:24 PM,D250/AT,25623,Sauvignon Blanc,Loose Wrap,6814.28,1,6814.28,5.17,Mastercard,U.W.|880-9683,6809.11,No,No,16,No,Rose / Sparkling Wine
661635,31-01-11,8:40:16 AM,D254/FE,25676,Sauvignon Blanc,Small Crate,3023.48,1,3023.48,5.17,Check,Z.T.|880-7477,3018.31,No,No,32,No,Rose / Sparkling Wine
661651,08-02-11,3:25:12 PM,D254/FE,25692,Sauvignon Blanc,Mini Crate,14300.26,1,14300.26,5.17,Mastercard,B.X.|880-9149,14295.09,No,No,31,No,Rose / Sparkling Wine
661651,08-02-11,3:25:12 PM,D250/AT,26025,Chardonnay,Large Crate,1486.34,2,2972.68,10.34,Mastercard,B.X.|880-9149,2962.34,No,No,31,No,Rose / Sparkling Wine
661664,22-02-11,3:43:12 PM,L195/AE,26032,Reisling,Extra Large Crate,739.07,1,739.07,3.09,Visa,S.V.|880-5987,735.98,No,No,25,No,Rose / Sparkling Wine
661664,22-02-11,3:43:12 PM,L195/AE,26165,Sauvignon Blanc,Large Crate,724.57,2,1449.14,6.18,Visa,S.V.|880-5987,1442.96,No,No,25,No,Rose / Sparkling Wine
661705,28-02-11,3:21:07 PM,D218/FN,26298,Pinot Gris,Large Crate,380.47,5,1902.35,25.85,Gift Card,D.Z.|880-1179,1876.5,No,No,40,No,Rose / Sparkling Wine
661721,28-02-11,2:45:00 PM,L256/PE,26369,Pinot Gris,Large Crate,837.64,5,4188.2,22.4,Visa,A.U.|880-2167,4165.8,No,Yes,55,No,Rose / Sparkling Wine
661734,12-03-11,1:06:00 PM,D250/AT,18008,Reisling,Extra Large Crate,633.81,2,1267.62,10.34,Check,Z.T.|880-7477,1257.28,No,No,47,No,Rose / Sparkling Wine
661758,18-03-11,12:53:24 PM,L195/AE,18315,Reisling,Large Crate,341.01,3,1023.03,9.27,Mastercard,B.Y.|880-6845,1013.76,No,No,61,No,Rose / Sparkling Wine
661758,18-03-11,12:53:24 PM,L195/AE,18580,Sauvignon Blanc,Extra Large Crate,1409.86,1,1409.86,3.09,Mastercard,B.Y.|880-6845,1406.77,No,No,61,No,Rose / Sparkling Wine
661772,25-03-11,9:26:35 AM,L197/FS,18740,Sauvignon Blanc,Large Crate,3537.9,2,7075.8,5.04,Cash,N.C.|880-3850,7070.76,No,No,43,No,Rose / Sparkling Wine
661774,19-04-11,9:30:14 AM,L252/LR,18835,Sauvignon Blanc,Large Crate,209.62,1,209.62,16.22,Visa,Y.P.|880-6894,193.4,No,No,32,Yes,Rose / Sparkling Wine
661786,19-04-11,3:30:18 PM,L256/PE,18983,Reisling,Loose Wrap,293.76,1,293.76,4.48,Check,S.Y.|880-3139,289.28,No,No,25,No,Rose / Sparkling Wine
661786,19-04-11,3:30:18 PM,L210/CS,19142,Reisling,Standard Size Crate,74.01,2,148.02,9.26,Check,S.Y.|880-3139,138.76,No,No,25,No,Rose / Sparkling Wine
661817,28-04-11,6:00:36 PM,D255/FE,19425,Pinot Gris,Large Crate,858.65,2,1717.3,10.34,Mastercard,W.C.|880-4861,1706.96,No,No,32,No,Rose / Sparkling Wine
661861,07-05-11,12:36:22 PM,L256/PE,19437,Chardonnay,Extra Large Crate,5872.43,1,5872.43,4.48,Visa,V.W.|880-8599,5867.95,No,No,37,No,Rose / Sparkling Wine
661908,08-05-11,2:52:48 PM,D255/FE,19488,Chardonnay,Standard Size Crate,135.1,2,270.2,10.34,Discover,P.N.|880-3021,259.86,No,No,27,No,Rose / Sparkling Wine
661933,08-05-11,1:28:16 PM,L195/AE,19695,Pinot Gris,Large Crate,302.35,3,907.05,9.27,Cash,B.B.|880-9330,897.78,No,No,57,No,Rose / Sparkling Wine
661972,14-05-11,2:13:48 PM,D254/FE,21172,Reisling,Large Crate,983.8,1,983.8,5.17,Visa,L.W.|880-4986,978.63,No,No,38,No,Rose / Sparkling Wine
662019,17-05-11,12:21:47 PM,D254/FE,21384,Sauvignon Blanc,Mini Crate,15503.7,2,31007.4,10.34,Mastercard,U.O.|880-3720,30997.06,No,No,38,No,Rose / Sparkling Wine
662019,17-05-11,12:21:47 PM,L195/AE,21441,Chardonnay,Standard Size Crate,34.47,4,137.88,12.36,Mastercard,U.O.|880-3720,125.52,No,No,38,No,Rose / Sparkling Wine
662065,24-05-11,12:55:12 PM,D250/AT,22650,Chardonnay,Large Crate,739.9,1,739.9,5.17,Cash,P.N.|880-3021,734.73,No,No,38,No,Rose / Sparkling Wine
662065,24-05-11,12:55:12 PM,D254/FE,22715,Reisling,Loose Wrap,145.75,2,291.5,10.34,Cash,P.N.|880-3021,281.16,No,No,38,No,Rose / Sparkling Wine
662065,24-05-11,12:55:12 PM,L256/PE,23323,Chardonnay,Loose Wrap,198.19,1,198.19,4.48,Cash,P.N.|880-3021,193.71,No,No,38,No,Rose / Sparkling Wine
662077,29-05-11,4:27:00 PM,D254/FE,23340,Chardonnay,Large Crate,995.61,1,995.61,5.17,Visa,B.B.|880-9330,990.44,No,No,43,Yes,Rose / Sparkling Wine
662078,30-05-11,2:21:36 PM,D250/AT,23437,Pinot Gris,Small Crate,2819.46,2,5638.92,10.34,Visa,D.S.|880-7532,5628.58,No,No,12,No,Rose / Sparkling Wine
662095,02-06-11,6:13:48 PM,D254/FE,25004,Sauvignon Blanc,Standard Size Crate,43.15,1,43.15,5.17,Visa,N.C.|880-3850,37.98,No,No,47,No,Rose / Sparkling Wine
662095,02-06-11,6:13:48 PM,D254/FE,25752,Reisling,Standard Size Crate,68.44,2,136.88,10.34,Visa,N.C.|880-3850,126.54,No,No,47,No,Rose / Sparkling Wine
662140,16-06-11,9:16:34 AM,D255/FE,25809,Chardonnay,Standard Size Crate,113.68,2,227.36,10.34,Check,Y.P.|880-6894,217.02,No,No,37,No,Rose / Sparkling Wine
662189,20-06-11,8:01:12 AM,L195/AE,2915,Chardonnay,Loose Wrap,38.98,3,116.94,9.27,Check,D.W.|880-7199,107.67,Yes,No,34,No,Rose / Sparkling Wine
662221,23-06-11,3:45:07 PM,L256/PE,3230,Sauvignon Blanc,Large Crate,591.31,1,591.31,4.48,Visa,A.U.|880-2167,586.83,No,No,43,No,Rose / Sparkling Wine
662242,25-06-11,8:20:56 AM,L212/SD,3822,Reisling,Extra Large Crate,5924.67,2,11849.34,4.46,Visa,Z.Q.|880-4240,11844.88,No,No,39,No,Rose / Sparkling Wine
662272,26-06-11,11:42:00 AM,L210/CS,5851,Chardonnay,Standard Size Crate,17.42,1,17.42,4.63,Visa,L.W.|880-4986,12.79,No,Yes,44,No,Rose / Sparkling Wine
662272,26-06-11,11:42:00 AM,L195/AE,6260,Sauvignon Blanc,Large Crate,556.79,2,1113.58,6.18,Visa,L.W.|880-4986,1107.4,No,Yes,44,No,Rose / Sparkling Wine
662313,27-06-11,3:50:24 PM,L256/PE,6835,Reisling,Loose Wrap,37.47,3,112.41,13.44,Visa,B.X.|880-9149,98.97,No,No,31,No,Rose / Sparkling Wine
662321,27-06-11,9:15:36 AM,L195/AE,7005,Pinot Gris,Extra Large Crate,684.81,5,3424.05,15.45,Visa,W.C.|880-4861,3408.6,No,No,40,No,Rose / Sparkling Wine
662333,03-07-11,1:39:00 PM,D255/FE,18010,Chardonnay,Large Crate,1353.84,2,2707.68,10.34,Discover,N.C.|880-3850,2697.34,No,Yes,22,No,Rose / Sparkling Wine
662367,03-07-11,7:03:00 PM,D255/FE,18385,Chardonnay,Standard Size Crate,463.63,1,463.63,5.17,Visa,V.W.|880-4523,458.46,No,No,47,No,Rose / Sparkling Wine
662408,18-07-11,4:54:00 PM,D255/FE,18466,Reisling,Large Crate,616.91,1,616.91,5.17,Check,V.W.|880-4523,611.74,No,No,35,No,Rose / Sparkling Wine
662436,20-07-11,11:17:20 AM,D250/AT,18526,Sauvignon Blanc,Large Crate,98.43,2,196.86,10.34,Check,N.W.|880-6237,186.52,No,No,36,No,Rose / Sparkling Wine
662462,22-07-11,1:50:28 PM,D255/FE,18645,Chardonnay,Large Crate,515.52,1,515.52,5.17,Cash,S.V.|880-5987,510.35,No,No,32,Yes,Rose / Sparkling Wine
662467,25-07-11,3:39:36 PM,D254/FE,18729,Pinot Gris,Standard Size Crate,400.47,2,800.94,10.34,Visa,P.N.|880-3021,790.6,Yes,No,25,No,Rose / Sparkling Wine
662496,26-07-11,2:05:53 PM,L195/AE,18869,Sauvignon Blanc,Large Crate,2848.38,1,2848.38,3.09,Mastercard,D.Z.|880-1179,2845.29,No,No,30,No,Rose / Sparkling Wine
662514,13-08-11,12:37:48 PM,L256/PE,19178,Sauvignon Blanc,Extra Large Crate,1303.29,1,1303.29,4.48,Cash,U.O.|880-3720,1298.81,Yes,Yes,38,No,Rose / Sparkling Wine
662560,17-08-11,11:47:24 AM,D255/FE,19184,Chardonnay,Large Crate,3143.15,4,12572.6,20.68,Visa,Z.T.|880-7477,12551.92,No,Yes,49,No,Rose / Sparkling Wine
662571,19-08-11,2:42:36 PM,D250/AT,19218,Chardonnay,Standard Size Crate,122.25,1,122.25,5.17,Mastercard,A.U.|880-2167,117.08,No,No,32,No,Rose / Sparkling Wine
662586,19-08-11,4:00:00 PM,D250/AT,19260,Sauvignon Blanc,Large Crate,632.12,5,3160.6,25.85,Gift Card,W.B.|880-9647,3134.75,No,No,51,Yes,Rose / Sparkling Wine
662599,23-08-11,2:36:00 PM,D255/FE,19609,Pinot Gris,Large Crate,370.81,1,370.81,5.17,Visa,U.W.|880-9683,365.64,No,No,44,No,Rose / Sparkling Wine
662613,23-08-11,2:25:01 PM,L195/AE,19752,Chardonnay,Large Crate,62.63,2,125.26,6.18,Gift Card,N.W.|880-6237,119.08,Yes,Yes,18,No,Rose / Sparkling Wine
662613,23-08-11,2:25:01 PM,D254/FE,19756,Chardonnay,Loose Wrap,1565.1,1,1565.1,5.17,Gift Card,N.W.|880-6237,1559.93,Yes,Yes,18,No,Rose / Sparkling Wine
662663,25-08-11,8:21:36 AM,L195/AE,19875,Chardonnay,Large Crate,549.25,1,549.25,3.09,Mastercard,D.U.|880-2953,546.16,No,No,43,No,Rose / Sparkling Wine
662663,25-08-11,8:21:36 AM,D255/FE,19925,Chardonnay,Large Crate,758.26,2,1516.52,10.34,Mastercard,D.U.|880-2953,1506.18,No,No,43,No,Rose / Sparkling Wine
662693,30-08-11,3:29:49 PM,L195/AE,20008,Chardonnay,Large Crate,483.05,5,2415.25,15.45,Visa,D.Z.|880-1179,2399.8,No,No,27,No,Rose / Sparkling Wine
662695,01-09-11,11:31:59 AM,L340/FS,20086,Sauvignon Blanc,Extra Large Crate,1095.31,2,2190.62,39.84,Visa,N.W.|880-6237,2150.78,Yes,No,49,No,Rose / Sparkling Wine
662729,03-09-11,3:09:36 PM,D255/FE,20127,Sauvignon Blanc,Loose Wrap,4393.66,2,8787.32,10.34,Gift Card,Z.T.|880-7477,8776.98,No,No,31,No,Rose / Sparkling Wine
662751,03-09-11,10:57:36 AM,L256/PE,20132,Sauvignon Blanc,Standard Size Crate,86.82,5,434.1,22.4,Cash,U.W.|880-9683,411.7,No,Yes,43,Yes,Rose / Sparkling Wine
662775,12-09-11,1:20:38 PM,L256/PE,20133,Sauvignon Blanc,Full Container,1503.05,5,7515.25,22.4,Check,S.Y.|880-3139,7492.85,No,No,35,Yes,Rose / Sparkling Wine
662824,16-09-11,2:01:12 PM,D250/AT,20250,Pinot Gris,Standard Size Crate,735.39,1,735.39,5.17,Cash,W.C.|880-4861,730.22,No,No,49,No,Rose / Sparkling Wine
662870,17-09-11,11:14:38 AM,L195/AE,20343,Reisling,Large Crate,1277.49,2,2554.98,6.18,Visa,W.C.|880-4861,2548.8,No,No,47,Yes,Rose / Sparkling Wine
662870,17-09-11,11:14:38 AM,L256/PE,20420,Pinot Gris,Large Crate,395.85,1,395.85,4.48,Visa,W.C.|880-4861,391.37,No,No,47,Yes,Rose / Sparkling Wine
662883,18-09-11,12:06:00 PM,L256/PE,20433,Pinot Gris,Standard Size Crate,493.12,5,2465.6,22.4,Cash,W.C.|880-4861,2443.2,No,No,36,No,Rose / Sparkling Wine
662923,18-09-11,7:06:36 PM,D250/AT,20501,Sauvignon Blanc,Standard Size Crate,1561.22,1,1561.22,5.17,Visa,W.C.|880-4861,1556.05,No,No,34,No,Rose / Sparkling Wine
662964,29-09-11,3:36:00 PM,L195/AE,20554,Reisling,Large Crate,5014.07,1,5014.07,3.09,Cash,D.U.|880-2953,5010.98,No,No,40,Yes,Rose / Sparkling Wine
662977,29-09-11,3:48:36 PM,L195/AE,20766,Reisling,Large Crate,12585.74,1,12585.74,3.09,Mastercard,D.U.|880-2953,12582.65,Yes,No,44,No,Rose / Sparkling Wine
662993,06-10-11,9:22:12 AM,L256/PE,20798,Chardonnay,Standard Size Crate,1933.73,2,3867.46,8.96,Mastercard,D.U.|880-2953,3858.5,No,No,33,Yes,Rose / Sparkling Wine
663020,13-10-11,3:22:12 PM,L256/PE,20913,Reisling,Large Crate,658.71,1,658.71,4.48,Visa,V.W.|880-8599,654.23,Yes,No,44,Yes,Rose / Sparkling Wine
663036,25-10-11,4:52:12 PM,D250/AT,21198,Pinot Gris,Extra Large Crate,1612.63,2,3225.26,10.34,Visa,L.C.|880-6872,3214.92,No,No,22,No,Rose / Sparkling Wine
663053,29-10-11,1:27:36 PM,L195/AE,21207,Pinot Gris,Large Crate,797.62,2,1595.24,6.18,Visa,Z.T.|880-7477,1589.06,No,No,38,No,Rose / Sparkling Wine
663053,29-10-11,1:27:36 PM,L195/AE,21261,Reisling,Large Crate,421.49,1,421.49,3.09,Visa,Z.T.|880-7477,418.4,No,No,38,No,Rose / Sparkling Wine
663082,01-11-11,4:25:12 PM,D254/FE,21299,Reisling,Standard Size Crate,127.22,2,254.44,10.34,Mastercard,B.B.|880-9330,244.1,No,No,36,No,Rose / Sparkling Wine
663082,01-11-11,4:25:12 PM,D254/FE,21343,Reisling,Extra Large Crate,1527.97,1,1527.97,5.17,Mastercard,B.B.|880-9330,1522.8,No,No,36,No,Rose / Sparkling Wine
663115,01-11-11,12:15:36 PM,L195/AE,21389,Chardonnay,Large Crate,355.84,3,1067.52,9.27,Visa,P.N.|880-3021,1058.25,Yes,Yes,40,Yes,Rose / Sparkling Wine
663129,01-11-11,10:21:00 AM,D198/LX,21397,Chardonnay,Large Crate,2931.03,2,5862.06,10.34,Discover,P.N.|880-3021,5851.72,No,Yes,35,No,Rose / Sparkling Wine
663148,01-11-11,11:49:48 AM,L195/AE,21556,Chardonnay,Large Crate,1252,1,1252,3.09,Visa,C.X.|880-3590,1248.91,No,No,27,No,Rose / Sparkling Wine
663187,01-11-11,1:06:11 PM,D254/FE,22066,Sauvignon Blanc,Large Crate,350.03,2,700.06,10.34,Visa,S.Y.|880-3139,689.72,No,No,34,No,Rose / Sparkling Wine
663196,02-11-11,3:22:48 PM,L195/AE,22156,Sauvignon Blanc,Standard Size Crate,11.46,4,45.84,12.36,Gift Card,U.W.|880-9683,33.48,No,No,31,No,Rose / Sparkling Wine
663196,02-11-11,3:22:48 PM,L195/AE,22289,Sauvignon Blanc,Large Crate,829.67,4,3318.68,12.36,Gift Card,U.W.|880-9683,3306.32,No,No,31,No,Rose / Sparkling Wine
663229,02-11-11,3:28:12 PM,D250/AT,22367,Sauvignon Blanc,Standard Size Crate,952.9,2,1905.8,10.34,Visa,S.Y.|880-3139,1895.46,No,No,42,No,Rose / Sparkling Wine
663268,02-11-11,4:46:12 PM,D254/FE,22452,Chardonnay,Large Crate,440.42,3,1321.26,15.51,Visa,V.W.|880-8599,1305.75,Yes,No,43,Yes,Rose / Sparkling Wine
663268,02-11-11,4:46:12 PM,D255/FE,22453,Pinot Gris,Large Crate,917.5,1,917.5,5.17,Visa,V.W.|880-8599,912.33,Yes,No,43,Yes,Rose / Sparkling Wine
663301,02-11-11,5:51:00 PM,D250/AT,22502,Reisling,Large Crate,335.34,1,335.34,5.17,Cash,L.W.|880-4986,330.17,Yes,No,34,No,Rose / Sparkling Wine
663314,02-11-11,8:52:44 AM,D255/FE,22579,Pinot Gris,Large Crate,83.69,4,334.76,20.68,Discover,Z.T.|880-7477,314.08,No,No,33,No,Rose / Sparkling Wine
663314,02-11-11,8:52:44 AM,D254/FE,22590,Sauvignon Blanc,Large Crate,756.99,1,756.99,5.17,Discover,Z.T.|880-7477,751.82,No,No,33,No,Rose / Sparkling Wine
663314,02-11-11,8:52:44 AM,D254/FE,22707,Pinot Gris,Large Crate,462.52,4,1850.08,20.68,Discover,Z.T.|880-7477,1829.4,No,No,33,No,Rose / Sparkling Wine
